Year,State,Communicable diseases,Number,Rate
2018,Sarawak,Diphteria,2,2
2018,Sarawak,Dysentry ,5,0.18
2018,Sarawak,Food poisoning,978,34.57
2018,Sarawak,Gonorrhoea,818,28.91
2018,Sarawak,H.I.V,15,14.94
2018,Sarawak,"Hand, Foot and Mouth Disease",647,644.42
2018,Sarawak,Hepatitis A,11,0.39
2018,Sarawak,Hepatitis B,995,35.17
2018,Sarawak,Hepatitis C,748,26.44
2018,Sarawak,Leprosy,17,0.62
2018,Sarawak,Leptospirosis,15,14.94
2018,Sarawak,Malaria,1554,54.93
2018,Sarawak,Measles,312,11.03
2018,Sarawak,Neonatal Tetanus ,,
2018,Sarawak,Other Specified Viral,,
2018,Sarawak,Other Tetanus,1,0
2018,Sarawak,Pertusis,51,1.8
2018,Sarawak,Syphillis,538,19.02
2018,Sarawak,Tuberculosis,3122,110.35
2018,Sarawak,Typhoid,5,0.18
2018,Sarawak,Typhus,,
2018,Sarawak,Viral encephalitis,12,0.42
2018,Sarawak,Whooping cough,,
2018,Selangor,A.I.D.S,112,1.75
2018,Selangor,Cholera,1,0.02
2018,Selangor,Dengue fever,45205,694.46
2018,Selangor,Dengue haemorrhagic fever,144,2.21
2018,Selangor,Diphteria,12,0.19
2018,Selangor,Dysentry ,78,1.2
2018,Selangor,Food poisoning,3120,47.93
2018,Selangor,Gonorrhoea,534,8.2
2018,Selangor,H.I.V,968,15.12
2018,Selangor,"Hand, Foot and Mouth Disease",7447,116.34
2018,Selangor,Hepatitis A,10,0.15
2018,Selangor,Hepatitis B,730,11.21
2018,Selangor,Hepatitis C,379,5.82
2018,Selangor,Leprosy,26,0.43
2018,Selangor,Leptospirosis,697,10.89
2018,Selangor,Malaria,102,1.57
2018,Selangor,Measles,860,13.21
2018,Selangor,Neonatal Tetanus ,,
2018,Selangor,Other Specified Viral,1,0.02
2018,Selangor,Other Tetanus,5,0.08
2018,Selangor,Pertusis,228,3.5
2018,Selangor,Syphillis,662,10.17
2018,Selangor,Tuberculosis,5071,77.9
2018,Selangor,Typhoid,13,0.2
2018,Selangor,Typhus,4,0.06
2018,Selangor,Viral encephalitis,1,0.02
2018,Selangor,Whooping cough,,
2018,Terengganu,A.I.D.S,57,4.67
2018,Terengganu,Cholera,,
2018,Terengganu,Dengue fever,546,43.84
2018,Terengganu,Dengue haemorrhagic fever,4,0.32
2018,Terengganu,Diphteria,1,0.08
2018,Terengganu,Dysentry ,2,0.16
2018,Terengganu,Food poisoning,413,33.16
2018,Terengganu,Gonorrhoea,69,5.54
2018,Terengganu,H.I.V,74,6.06
2018,Terengganu,"Hand, Foot and Mouth Disease",281,23
2018,Terengganu,Hepatitis A,,
2018,Terengganu,Hepatitis B,108,8.67
2018,Terengganu,Hepatitis C,88,7.07
2018,Terengganu,Leprosy,9,0.74
2018,Terengganu,Leptospirosis,509,41.67
2018,Terengganu,Malaria,45,3.61
2018,Terengganu,Measles,186,14.93
2018,Terengganu,Neonatal Tetanus ,,
2018,Terengganu,Other Specified Viral,,
2018,Terengganu,Other Tetanus,,
2018,Terengganu,Pertusis,75,6.02
2018,Terengganu,Syphillis,38,3.05
2018,Terengganu,Tuberculosis,777,62.39
2018,Terengganu,Typhoid,1,0.08
2018,Terengganu,Typhus,1,0.08
2018,Terengganu,Viral encephalitis,,
2018,Terengganu,Whooping cough,,
2018,W.P. Kuala Lumpur,A.I.D.S,154,7.88
2018,W.P. Kuala Lumpur,Cholera,1,0
2018,W.P. Kuala Lumpur,Dengue fever,7460,378.33
2018,W.P. Kuala Lumpur,Dengue haemorrhagic fever,131,6.64
2018,W.P. Kuala Lumpur,Diphteria,5,0.26
2018,W.P. Kuala Lumpur,Dysentry ,30,1.52
2018,W.P. Kuala Lumpur,Food poisoning,723,36.67
2018,W.P. Kuala Lumpur,Gonorrhoea,327,16.58
2018,W.P. Kuala Lumpur,H.I.V,464,23.75
2018,W.P. Kuala Lumpur,"Hand, Foot and Mouth Disease",2359,120.76
2018,W.P. Kuala Lumpur,Hepatitis A,2,0.1
2018,W.P. Kuala Lumpur,Hepatitis B,208,10.55
2018,W.P. Kuala Lumpur,Hepatitis C,116,5.88
2018,W.P. Kuala Lumpur,Leprosy,5,0.26
2018,W.P. Kuala Lumpur,Leptospirosis,167,8.55
2018,W.P. Kuala Lumpur,Malaria,18,0.91
2018,W.P. Kuala Lumpur,Measles,172,8.72
2018,W.P. Kuala Lumpur,Neonatal Tetanus ,,
2018,W.P. Kuala Lumpur,Other Specified Viral,3,0.15
2018,W.P. Kuala Lumpur,Other Tetanus,1,0.05
2018,W.P. Kuala Lumpur,Pertusis,54,2.74
2018,W.P. Kuala Lumpur,Syphillis,367,18.61
2018,W.P. Kuala Lumpur,Tuberculosis,2017,102.29
2018,W.P. Kuala Lumpur,Typhoid,16,0.81
2018,W.P. Kuala Lumpur,Typhus,,
2018,W.P. Kuala Lumpur,Viral encephalitis,,
2018,W.P. Kuala Lumpur,Whooping cough,,
2018,W.P. Labuan,A.I.D.S,3,3.03
2018,W.P. Labuan,Cholera,,
2018,W.P. Labuan,Dengue fever,102,101.59
2018,W.P. Labuan,Dengue haemorrhagic fever,,
2018,W.P. Labuan,Diphteria,,
2018,W.P. Labuan,Dysentry ,1,1
2018,W.P. Labuan,Food poisoning,171,170.32
2018,W.P. Labuan,Gonorrhoea,40,39.84
2018,W.P. Labuan,H.I.V,16,16.16
2018,W.P. Labuan,"Hand, Foot and Mouth Disease",274,276.77
2018,W.P. Labuan,Hepatitis A,1,1
2018,W.P. Labuan,Hepatitis B,10,9.96
2018,W.P. Labuan,Hepatitis C,,
2018,W.P. Labuan,Leprosy,,
2018,W.P. Labuan,Leptospirosis,21,21.21
2018,W.P. Labuan,Malaria,,
2018,W.P. Labuan,Measles,5,4.98
2018,W.P. Labuan,Neonatal Tetanus ,,
2018,W.P. Labuan,Other Specified Viral,1,1
2018,W.P. Labuan,Other Tetanus,,
2018,W.P. Labuan,Pertusis,4,3.98
2018,W.P. Labuan,Syphillis,28,27.89
2018,W.P. Labuan,Tuberculosis,123,122.51
2018,W.P. Labuan,Typhoid,,
2018,W.P. Labuan,Typhus,,
2018,W.P. Labuan,Viral encephalitis,,
2018,W.P. Labuan,Whooping cough,,
2016,Johor,A.I.D.S,156,4.27
2016,Johor,Cholera,-,-
2016,Johor,Dengue fever,10613,290.36
2016,Johor,Dengue haemorrhagic fever,28,0.77
2016,Johor,Diphteria,-,-
2016,Johor,Dysentry ,7,0.19
2016,Johor,Food poisoning,2213,60.55
2016,Johor,Gonorrhoea,330,9.03
2016,Johor,H.I.V,321,8.78
2016,Johor,"Hand, Foot and Mouth Disease",4025,110.12
2016,Johor,Hepatitis A,6,0.16
2016,Johor,Hepatitis B,245,6.7
2016,Johor,Hepatitis C,175,4.79
2016,Johor,Leprosy,9,0.25
2016,Johor,Leptospirosis,207,5.66
2016,Johor,Malaria,41,1.12
2016,Johor,Measles,239,6.54
2016,Johor,Neonatal Tetanus ,-,-
2016,Johor,Other Specified Viral,2,0.05
2016,Johor,Other Tetanus,1,0.03
2016,Johor,Pertusis,10,0.27
2016,Johor,Syphillis,209,5.72
2016,Johor,Tuberculosis,2325,63.61
2016,Johor,Typhoid,8,0.22
2016,Johor,Typhus,-,-
2016,Johor,Viral encephalitis,1,0.03
2016,Kedah,A.I.D.S,54,2.55
2016,Kedah,Cholera,-,-
2016,Kedah,Dengue fever,985,46.45
2016,Kedah,Dengue haemorrhagic fever,9,0.42
2016,Kedah,Diphteria,11,0.52
2016,Kedah,Dysentry ,13,0.61
2016,Kedah,Food poisoning,1300,61.3
2016,Kedah,Gonorrhoea,78,3.68
2016,Kedah,H.I.V,171,8.06
2016,Kedah,"Hand, Foot and Mouth Disease",1716,80.92
2016,Kedah,Hepatitis A,1,0.05
2016,Kedah,Hepatitis B,88,4.15
2016,Kedah,Hepatitis C,153,7.21
2016,Kedah,Leprosy,8,0.38
2016,Kedah,Leptospirosis,410,19.33
2016,Kedah,Malaria,9,0.42
2016,Kedah,Measles,65,3.07
2016,Kedah,Neonatal Tetanus ,-,-
2016,Kedah,Other Specified Viral,1,0.05
2016,Kedah,Other Tetanus,2,0.09
2016,Kedah,Pertusis,36,1.7
2016,Kedah,Syphillis,71,3.35
2016,Kedah,Tuberculosis,1283,60.5
2016,Kedah,Typhoid,4,0.19
2016,Kedah,Typhus,-,-
2016,Kedah,Viral encephalitis,2,0.09
2016,Kelantan,A.I.D.S,161,8.96
2016,Kelantan,Cholera,-,-
2016,Kelantan,Dengue fever,6162,342.87
2016,Kelantan,Dengue haemorrhagic fever,18,1
2016,Kelantan,Diphteria,-,-
2016,Kelantan,Dysentry ,4,0.22
2016,Kelantan,Food poisoning,1053,58.59
2016,Kelantan,Gonorrhoea,65,3.62
2016,Kelantan,H.I.V,189,10.52
2016,Kelantan,"Hand, Foot and Mouth Disease",1007,56.03
2016,Kelantan,Hepatitis A,1,0.06
2016,Kelantan,Hepatitis B,178,9.9
2016,Kelantan,Hepatitis C,300,16.69
2016,Kelantan,Leprosy,8,0.45
2016,Kelantan,Leptospirosis,863,48.02
2016,Kelantan,Malaria,111,6.18
2016,Kelantan,Measles,43,2.39
2016,Kelantan,Neonatal Tetanus ,-,-
2016,Kelantan,Other Specified Viral,2,0.11
2016,Kelantan,Other Tetanus,-,-
2016,Kelantan,Pertusis,19,1.06
2016,Kelantan,Syphillis,72,4.01
2016,Kelantan,Tuberculosis,1254,69.78
2016,Kelantan,Typhoid,60,3.34
2016,Kelantan,Typhus,-,-
2016,Kelantan,Viral encephalitis,1,0.06
2016,Malaysia,A.I.D.S,1222,3.86
2016,Malaysia,Cholera,170,0.54
2016,Malaysia,Dengue fever,100722,318.13
2016,Malaysia,Dengue haemorrhagic fever,635,2.01
2016,Malaysia,Diphteria,31,0.1
2016,Malaysia,Dysentry ,126,0.4
2016,Malaysia,Food poisoning,17480,55.21
2016,Malaysia,Gonorrhoea,2886,9.12
2016,Malaysia,H.I.V,3397,10.73
2016,Malaysia,"Hand, Foot and Mouth Disease",47008,148.47
2016,Malaysia,Hepatitis A,85,0.27
2016,Malaysia,Hepatitis B,3890,12.29
2016,Malaysia,Hepatitis C,2645,8.35
2016,Malaysia,Leprosy,206,0.65
2016,Malaysia,Leptospirosis,5285,16.69
2016,Malaysia,Malaria,2302,7.27
2016,Malaysia,Measles,1587,5.01
2016,Malaysia,Neonatal Tetanus ,6,0.01
2016,Malaysia,Other Specified Viral,26,0.08
2016,Malaysia,Other Tetanus,17,0.05
2016,Malaysia,Pertusis,298,0.94
2016,Malaysia,Syphillis,2058,6.5
2016,Malaysia,Tuberculosis,25739,81.3
2016,Malaysia,Typhoid,181,0.57
2016,Malaysia,Typhus,1,0
2016,Malaysia,Viral encephalitis,51,0.16
2016,Melaka,A.I.D.S,33,3.66
2016,Melaka,Cholera,-,-
2016,Melaka,Dengue fever,2302,255.3
2016,Melaka,Dengue haemorrhagic fever,24,2.66
2016,Melaka,Diphteria,3,0.33
2016,Melaka,Dysentry ,-,-
2016,Melaka,Food poisoning,966,107.13
2016,Melaka,Gonorrhoea,88,9.76
2016,Melaka,H.I.V,113,12.53
2016,Melaka,"Hand, Foot and Mouth Disease",2202,244.21
2016,Melaka,Hepatitis A,-,-
2016,Melaka,Hepatitis B,100,11.09
2016,Melaka,Hepatitis C,171,18.96
2016,Melaka,Leprosy,1,0.11
2016,Melaka,Leptospirosis,227,25.17
2016,Melaka,Malaria,6,0.67
2016,Melaka,Measles,49,5.43
2016,Melaka,Neonatal Tetanus ,-,-
2016,Melaka,Other Specified Viral,-,-
2016,Melaka,Other Tetanus,-,-
2016,Melaka,Pertusis,8,0.89
2016,Melaka,Syphillis,75,8.32
2016,Melaka,Tuberculosis,571,63.32
2016,Melaka,Typhoid,1,0.11
2016,Melaka,Typhus,-,-
2016,Melaka,Viral encephalitis,1,0.11
2016,Negeri Sembilan,A.I.D.S,35,3.18
2016,Negeri Sembilan,Cholera,-,-
2016,Negeri Sembilan,Dengue fever,2824,256.8
2016,Negeri Sembilan,Dengue haemorrhagic fever,28,2.55
2016,Negeri Sembilan,Diphteria,5,0.45
2016,Negeri Sembilan,Dysentry ,1,0.09
2016,Negeri Sembilan,Food poisoning,872,79.29
2016,Negeri Sembilan,Gonorrhoea,78,7.09
2016,Negeri Sembilan,H.I.V,117,10.64
2016,Negeri Sembilan,"Hand, Foot and Mouth Disease",1383,125.76
2016,Negeri Sembilan,Hepatitis A,1,0.09
2016,Negeri Sembilan,Hepatitis B,103,9.37
2016,Negeri Sembilan,Hepatitis C,358,32.55
2016,Negeri Sembilan,Leprosy,5,0.45
2016,Negeri Sembilan,Leptospirosis,169,15.37
2016,Negeri Sembilan,Malaria,11,1
2016,Negeri Sembilan,Measles,37,3.36
2016,Negeri Sembilan,Neonatal Tetanus ,-,-
2016,Negeri Sembilan,Other Specified Viral,-,-
2016,Negeri Sembilan,Other Tetanus,-,-
2016,Negeri Sembilan,Pertusis,14,1.27
2016,Negeri Sembilan,Syphillis,60,5.46
2016,Negeri Sembilan,Tuberculosis,641,58.29
2016,Negeri Sembilan,Typhoid,3,0.27
2016,Negeri Sembilan,Typhus,-,-
2016,Negeri Sembilan,Viral encephalitis,3,0.27
2016,Pahang,A.I.D.S,108,6.63
2016,Pahang,Cholera,-,-
2016,Pahang,Dengue fever,3036,186.48
2016,Pahang,Dengue haemorrhagic fever,14,0.86
2016,Pahang,Diphteria,-,-
2016,Pahang,Dysentry ,22,1.35
2016,Pahang,Food poisoning,1333,81.87
2016,Pahang,Gonorrhoea,121,7.43
2016,Pahang,H.I.V,212,13.02
2016,Pahang,"Hand, Foot and Mouth Disease",822,50.49
2016,Pahang,Hepatitis A,1,0.06
2016,Pahang,Hepatitis B,240,14.74
2016,Pahang,Hepatitis C,274,16.83
2016,Pahang,Leprosy,24,1.47
2016,Pahang,Leptospirosis,239,14.68
2016,Pahang,Malaria,40,2.46
2016,Pahang,Measles,35,2.15
2016,Pahang,Neonatal Tetanus ,-,-
2016,Pahang,Other Specified Viral,-,-
2016,Pahang,Other Tetanus,1,0.06
2016,Pahang,Pertusis,22,1.35
2016,Pahang,Syphillis,64,3.93
2016,Pahang,Tuberculosis,936,57.49
2016,Pahang,Typhoid,1,0.06
2016,Pahang,Typhus,1,0.06
2016,Pahang,Viral encephalitis,1,0.06
2016,Perak,A.I.D.S,77,3.1
2016,Perak,Cholera,-,-
2016,Perak,Dengue fever,3748,150.95
2016,Perak,Dengue haemorrhagic fever,29,1.17
2016,Perak,Diphteria,1,0.04
2016,Perak,Dysentry ,9,0.36
2016,Perak,Food poisoning,1675,67.46
2016,Perak,Gonorrhoea,53,2.13
2016,Perak,H.I.V,119,4.79
2016,Perak,"Hand, Foot and Mouth Disease",2807,113.05
2016,Perak,Hepatitis A,4,0.16
2016,Perak,Hepatitis B,145,5.84
2016,Perak,Hepatitis C,95,3.83
2016,Perak,Leprosy,7,0.28
2016,Perak,Leptospirosis,340,13.69
2016,Perak,Malaria,184,7.41
2016,Perak,Measles,23,0.93
2016,Perak,Neonatal Tetanus ,-,-
2016,Perak,Other Specified Viral,1,0.04
2016,Perak,Other Tetanus,-,-
2016,Perak,Pertusis,12,0.48
2016,Perak,Syphillis,87,3.5
2016,Perak,Tuberculosis,1666,67.1
2016,Perak,Typhoid,9,0.36
2016,Perak,Typhus,-,-
2016,Perak,Viral encephalitis,6,0.24
2016,Perlis,A.I.D.S,21,8.37
2016,Perlis,Cholera,-,-
2016,Perlis,Dengue fever,182,72.51
2016,Perlis,Dengue haemorrhagic fever,1,0.4
2016,Perlis,Diphteria,-,-
2016,Perlis,Dysentry ,-,-
2016,Perlis,Food poisoning,382,152.19
2016,Perlis,Gonorrhoea,18,7.17
2016,Perlis,H.I.V,34,13.55
2016,Perlis,"Hand, Foot and Mouth Disease",579,230.68
2016,Perlis,Hepatitis A,-,-
2016,Perlis,Hepatitis B,17,6.77
2016,Perlis,Hepatitis C,46,18.33
2016,Perlis,Leprosy,2,0.8
2016,Perlis,Leptospirosis,11,4.38
2016,Perlis,Malaria,1,0.4
2016,Perlis,Measles,9,3.59
2016,Perlis,Neonatal Tetanus ,-,-
2016,Perlis,Other Specified Viral,-,-
2016,Perlis,Other Tetanus,-,-
2016,Perlis,Pertusis,6,2.39
2016,Perlis,Syphillis,7,2.79
2016,Perlis,Tuberculosis,133,52.99
2016,Perlis,Typhoid,-,-
2016,Perlis,Typhus,-,-
2016,Perlis,Viral encephalitis,-,-
2016,Pulau Pinang,A.I.D.S,26,1.51
2016,Pulau Pinang,Cholera,-,-
2016,Pulau Pinang,Dengue fever,2562,149.01
2016,Pulau Pinang,Dengue haemorrhagic fever,14,0.81
2016,Pulau Pinang,Diphteria,1,0.06
2016,Pulau Pinang,Dysentry ,-,-
2016,Pulau Pinang,Food poisoning,609,35.42
2016,Pulau Pinang,Gonorrhoea,16,0.93
2016,Pulau Pinang,H.I.V,81,4.71
2016,Pulau Pinang,"Hand, Foot and Mouth Disease",3019,175.59
2016,Pulau Pinang,Hepatitis A,-,-
2016,Pulau Pinang,Hepatitis B,22,1.28
2016,Pulau Pinang,Hepatitis C,50,2.91
2016,Pulau Pinang,Leprosy,7,0.41
2016,Pulau Pinang,Leptospirosis,42,2.44
2016,Pulau Pinang,Malaria,3,0.17
2016,Pulau Pinang,Measles,7,0.414
2016,Pulau Pinang,Neonatal Tetanus ,-,-
2016,Pulau Pinang,Other Specified Viral,1,0.06
2016,Pulau Pinang,Other Tetanus,2,0.12
2016,Pulau Pinang,Pertusis,9,0.52
2016,Pulau Pinang,Syphillis,66,3.84
2016,Pulau Pinang,Tuberculosis,1385,80.56
2016,Pulau Pinang,Typhoid,4,0.23
2016,Pulau Pinang,Typhus,-,-
2016,Pulau Pinang,Viral encephalitis,2,0.12
2016,Sabah,A.I.D.S,125,3.28
2016,Sabah,Cholera,113,2.96
2016,Sabah,Dengue fever,3658,95.93
2016,Sabah,Dengue haemorrhagic fever,10,0.26
2016,Sabah,Diphteria,7,0.18
2016,Sabah,Dysentry ,-,-
2016,Sabah,Food poisoning,1721,45.13
2016,Sabah,Gonorrhoea,319,8.37
2016,Sabah,H.I.V,256,6.71
2016,Sabah,"Hand, Foot and Mouth Disease",2613,68.53
2016,Sabah,Hepatitis A,38,1
2016,Sabah,Hepatitis B,1369,35.9
2016,Sabah,Hepatitis C,58,1.52
2016,Sabah,Leprosy,67,1.76
2016,Sabah,Leptospirosis,174,4.56
2016,Sabah,Malaria,717,18.8
2016,Sabah,Measles,230,6.03
2016,Sabah,Neonatal Tetanus ,6,0.11
2016,Sabah,Other Specified Viral,17,0.45
2016,Sabah,Other Tetanus,5,0.13
2016,Sabah,Pertusis,27,0.71
2016,Sabah,Syphillis,210,5.51
2016,Sabah,Tuberculosis,4953,129.89
2016,Sabah,Typhoid,49,1.29
2016,Sabah,Typhus,1,0.03
2016,Sabah,Viral encephalitis,19,0.5
2016,Sarawak,A.I.D.S,137,5
2016,Sarawak,Cholera,56,2.04
2016,Sarawak,Dengue fever,2763,100.8
2016,Sarawak,Dengue haemorrhagic fever,10,0.36
2016,Sarawak,Diphteria,-,-
2016,Sarawak,Dysentry ,2,0.07
2016,Sarawak,Food poisoning,808,29.48
2016,Sarawak,Gonorrhoea,654,23.86
2016,Sarawak,H.I.V,258,9.41
2016,Sarawak,"Hand, Foot and Mouth Disease",6629,241.85
2016,Sarawak,Hepatitis A,6,0.22
2016,Sarawak,Hepatitis B,415,15.14
2016,Sarawak,Hepatitis C,335,12.22
2016,Sarawak,Leprosy,18,0.66
2016,Sarawak,Leptospirosis,844,30.79
2016,Sarawak,Malaria,1064,38.82
2016,Sarawak,Measles,26,0.95
2016,Sarawak,Neonatal Tetanus ,-,-
2016,Sarawak,Other Specified Viral,-,-
2016,Sarawak,Other Tetanus,-,-
2016,Sarawak,Pertusis,25,0.91
2016,Sarawak,Syphillis,233,8.5
2016,Sarawak,Tuberculosis,2857,104.23
2016,Sarawak,Typhoid,1,0.04
2016,Sarawak,Typhus,1,0.04
2016,Sarawak,Viral encephalitis,13,0.47
2016,Selangor,A.I.D.S,105,1.67
2016,Selangor,Cholera,1,0.02
2016,Selangor,Dengue fever,51293,814.38
2016,Selangor,Dengue haemorrhagic fever,359,5.7
2016,Selangor,Diphteria,3,0.05
2016,Selangor,Dysentry ,60,0.95
2016,Selangor,Food poisoning,2924,46.42
2016,Selangor,Gonorrhoea,620,9.84
2016,Selangor,H.I.V,888,14.1
2016,Selangor,"Hand, Foot and Mouth Disease",15074,239.33
2016,Selangor,Hepatitis A,16,0.25
2016,Selangor,Hepatitis B,539,8.56
2016,Selangor,Hepatitis C,287,4.56
2016,Selangor,Leprosy,32,0.51
2016,Selangor,Leptospirosis,847,13.45
2016,Selangor,Malaria,91,1.44
2016,Selangor,Measles,668,10.61
2016,Selangor,Neonatal Tetanus ,-,-
2016,Selangor,Other Specified Viral,1,0.02
2016,Selangor,Other Tetanus,4,0.06
2016,Selangor,Pertusis,85,1.35
2016,Selangor,Syphillis,584,9.27
2016,Selangor,Tuberculosis,4930,78.27
2016,Selangor,Typhoid,19,0.3
2016,Selangor,Typhus,-,-
2016,Selangor,Viral encephalitis,-,-
2016,Terengganu,A.I.D.S,81,6.84
2016,Terengganu,Cholera,-,-
2016,Terengganu,Dengue fever,1989,168
2016,Terengganu,Dengue haemorrhagic fever,20,1.69
2016,Terengganu,Diphteria,-,-
2016,Terengganu,Dysentry ,3,0.25
2016,Terengganu,Food poisoning,907,76.61
2016,Terengganu,Gonorrhoea,20,1.69
2016,Terengganu,H.I.V,134,11.32
2016,Terengganu,"Hand, Foot and Mouth Disease",811,68.5
2016,Terengganu,Hepatitis A,-,-
2016,Terengganu,Hepatitis B,116,9.8
2016,Terengganu,Hepatitis C,238,20.1
2016,Terengganu,Leprosy,8,0.68
2016,Terengganu,Leptospirosis,691,58.37
2016,Terengganu,Malaria,9,0.76
2016,Terengganu,Measles,50,4.22
2016,Terengganu,Neonatal Tetanus ,-,-
2016,Terengganu,Other Specified Viral,-,-
2016,Terengganu,Other Tetanus,1,0.08
2016,Terengganu,Pertusis,12,1.01
2016,Terengganu,Syphillis,29,2.45
2016,Terengganu,Tuberculosis,769,64.95
2016,Terengganu,Typhoid,5,0.42
2016,Terengganu,Typhus,-,-
2016,Terengganu,Viral encephalitis,1,0.08
2016,W.P. Kuala Lumpur,A.I.D.S,102,5.45
2016,W.P. Kuala Lumpur,Cholera,-,-
2016,W.P. Kuala Lumpur,Dengue fever,8592,459.34
2016,W.P. Kuala Lumpur,Dengue haemorrhagic fever,71,3.8
2016,W.P. Kuala Lumpur,Diphteria,-,-
2016,W.P. Kuala Lumpur,Dysentry ,3,0.16
2016,W.P. Kuala Lumpur,Food poisoning,717,38.33
2016,W.P. Kuala Lumpur,Gonorrhoea,405,21.65
2016,W.P. Kuala Lumpur,H.I.V,499,26.68
2016,W.P. Kuala Lumpur,"Hand, Foot and Mouth Disease",4071,217.64
2016,W.P. Kuala Lumpur,Hepatitis A,10,0.53
2016,W.P. Kuala Lumpur,Hepatitis B,279,14.92
2016,W.P. Kuala Lumpur,Hepatitis C,104,5.56
2016,W.P. Kuala Lumpur,Leprosy,10,0.53
2016,W.P. Kuala Lumpur,Leptospirosis,179,9.57
2016,W.P. Kuala Lumpur,Malaria,15,80
2016,W.P. Kuala Lumpur,Measles,106,5.67
2016,W.P. Kuala Lumpur,Neonatal Tetanus ,-,-
2016,W.P. Kuala Lumpur,Other Specified Viral,1,0.05
2016,W.P. Kuala Lumpur,Other Tetanus,1,0.05
2016,W.P. Kuala Lumpur,Pertusis,13,0.7
2016,W.P. Kuala Lumpur,Syphillis,284,15.18
2016,W.P. Kuala Lumpur,Tuberculosis,1903,101.74
2016,W.P. Kuala Lumpur,Typhoid,13,0.7
2016,W.P. Kuala Lumpur,Typhus,-,-
2016,W.P. Kuala Lumpur,Viral encephalitis,1,0.05
2016,W.P. Labuan,A.I.D.S,1,1.02
2016,W.P. Labuan,Cholera,-,-
2016,W.P. Labuan,Dengue fever,13,13.29
2016,W.P. Labuan,Dengue haemorrhagic fever,-,-
2016,W.P. Labuan,Diphteria,-,-
2016,W.P. Labuan,Dysentry ,2,2.04
2016,W.P. Labuan,Food poisoning,-,-
2016,W.P. Labuan,Gonorrhoea,21,21.47
2016,W.P. Labuan,H.I.V,5,5.11
2016,W.P. Labuan,"Hand, Foot and Mouth Disease",250,255.62
2016,W.P. Labuan,Hepatitis A,1,1.02
2016,W.P. Labuan,Hepatitis B,34,34.76
2016,W.P. Labuan,Hepatitis C,1,1.02
2016,W.P. Labuan,Leprosy,-,-
2016,W.P. Labuan,Leptospirosis,42,42.94
2016,W.P. Labuan,Malaria,-,-
2016,W.P. Labuan,Measles,-,-
2016,W.P. Labuan,Neonatal Tetanus ,-,-
2016,W.P. Labuan,Other Specified Viral,-,-
2016,W.P. Labuan,Other Tetanus,-,-
2016,W.P. Labuan,Pertusis,-,-
2016,W.P. Labuan,Syphillis,7,7.16
2016,W.P. Labuan,Tuberculosis,133,135.99
2016,W.P. Labuan,Typhoid,4,4.09
2016,W.P. Labuan,Typhus,-,-
2016,W.P. Labuan,Viral encephalitis,-,-
