State,Administrative district,Year,Hospital type,Hospital Category,Number of Hospital,Number of Bed
Sabah,Tongad,2015,"Ministry of Health, Malaysia (MoH)",Special medical institution,,
Sabah,Tongad,2015,Non-MoH,,,
Sabah,Tongad,2016,"Ministry of Health, Malaysia (MoH)",Hospital,,
Sabah,Tongad,2016,"Ministry of Health, Malaysia (MoH)",Special medical institution,,
Sabah,Tongad,2016,Non-MoH,,,
Sabah,Tongad,2017,"Ministry of Health, Malaysia (MoH)",Hospital,,
Sabah,Tongad,2017,"Ministry of Health, Malaysia (MoH)",Special medical institution,,
Sabah,Tongad,2017,Non-MoH,,,
Sabah,Tongad,2018,"Ministry of Health, Malaysia (MoH)",Hospital,,
Sabah,Tongad,2018,"Ministry of Health, Malaysia (MoH)",Special medical institution,,
Sabah,Tongad,2018,Non-MoH,,,
Sabah,Tuaran,2015,"Ministry of Health, Malaysia (MoH)",Hospital,1,76
Sabah,Tuaran,2015,"Ministry of Health, Malaysia (MoH)",Special medical institution,,
Sabah,Tuaran,2015,Non-MoH,,,
Sabah,Tuaran,2016,"Ministry of Health, Malaysia (MoH)",Hospital,1,76
Sabah,Tuaran,2016,"Ministry of Health, Malaysia (MoH)",Special medical institution,,
Sabah,Tuaran,2016,Non-MoH,,,
Sabah,Tuaran,2017,"Ministry of Health, Malaysia (MoH)",Hospital,1,76
Sabah,Tuaran,2017,"Ministry of Health, Malaysia (MoH)",Special medical institution,,
Sabah,Tuaran,2017,Non-MoH,,,
Sabah,Tuaran,2018,"Ministry of Health, Malaysia (MoH)",Hospital,,
Sabah,Tuaran,2018,"Ministry of Health, Malaysia (MoH)",Special medical institution,,
Sabah,Tuaran,2018,Non-MoH,,,
Sarawak,Asajaya,2015,"Ministry of Health, Malaysia (MoH)",Hospital,,
Sarawak,Asajaya,2015,"Ministry of Health, Malaysia (MoH)",Special medical institution,,
Sarawak,Asajaya,2015,Non-MoH,,,
Sarawak,Asajaya,2016,"Ministry of Health, Malaysia (MoH)",Hospital,,
Sarawak,Asajaya,2016,"Ministry of Health, Malaysia (MoH)",Special medical institution,,
Sarawak,Asajaya,2016,Non-MoH,,,
Sarawak,Asajaya,2017,"Ministry of Health, Malaysia (MoH)",Hospital,,
Sarawak,Asajaya,2017,"Ministry of Health, Malaysia (MoH)",Special medical institution,,
Sarawak,Asajaya,2017,Non-MoH,,,
Sarawak,Bau,2015,"Ministry of Health, Malaysia (MoH)",Hospital,1,68
Sarawak,Bau,2015,"Ministry of Health, Malaysia (MoH)",Special medical institution,,
Sarawak,Bau,2015,Non-MoH,,,
Sarawak,Bau,2016,"Ministry of Health, Malaysia (MoH)",Hospital,1,68
Sarawak,Bau,2016,"Ministry of Health, Malaysia (MoH)",Special medical institution,,
Sarawak,Bau,2016,Non-MoH,,,
Sarawak,Bau,2017,"Ministry of Health, Malaysia (MoH)",Hospital,1,68
Sarawak,Bau,2017,"Ministry of Health, Malaysia (MoH)",Special medical institution,,
Sarawak,Bau,2017,Non-MoH,,,
Sarawak,Bau,2018,"Ministry of Health, Malaysia (MoH)",Hospital,,
Sarawak,Bau,2018,"Ministry of Health, Malaysia (MoH)",Special medical institution,,
Sarawak,Bau,2018,Non-MoH,,,
Sarawak,Belaga,2015,"Ministry of Health, Malaysia (MoH)",Hospital,,
Sarawak,Belaga,2015,"Ministry of Health, Malaysia (MoH)",Special medical institution,,
Sarawak,Belaga,2015,Non-MoH,,,
Sarawak,Belaga,2016,"Ministry of Health, Malaysia (MoH)",Hospital,,
Sarawak,Belaga,2016,"Ministry of Health, Malaysia (MoH)",Special medical institution,,
Sarawak,Belaga,2016,Non-MoH,,,
Sarawak,Belaga,2017,"Ministry of Health, Malaysia (MoH)",Hospital,,
Sarawak,Belaga,2017,"Ministry of Health, Malaysia (MoH)",Special medical institution,,
Sarawak,Belaga,2017,Non-MoH,,,
Sarawak,Belaga,2018,"Ministry of Health, Malaysia (MoH)",Hospital,,
Sarawak,Belaga,2018,"Ministry of Health, Malaysia (MoH)",Special medical institution,,
Sarawak,Belaga,2018,Non-MoH,,,
Sarawak,Beluru,2015,"Ministry of Health, Malaysia (MoH)",Hospital,,
Sarawak,Beluru,2015,"Ministry of Health, Malaysia (MoH)",Special medical institution,,
Sarawak,Beluru,2015,Non-MoH,,,
Sarawak,Beluru,2016,"Ministry of Health, Malaysia (MoH)",Hospital,,
Sarawak,Beluru,2016,"Ministry of Health, Malaysia (MoH)",Special medical institution,,
Sarawak,Beluru,2016,Non-MoH,,,
Sarawak,Beluru,2017,"Ministry of Health, Malaysia (MoH)",Hospital,,
Sarawak,Beluru,2017,"Ministry of Health, Malaysia (MoH)",Special medical institution,,
Sarawak,Beluru,2017,Non-MoH,,,
Sarawak,Beluru,2018,"Ministry of Health, Malaysia (MoH)",Hospital,,
Sarawak,Beluru,2018,"Ministry of Health, Malaysia (MoH)",Special medical institution,,
Sarawak,Beluru,2018,Non-MoH,,,
Sarawak,Betong,2015,"Ministry of Health, Malaysia (MoH)",Hospital,1,48
Sarawak,Betong,2015,"Ministry of Health, Malaysia (MoH)",Special medical institution,,
Sarawak,Betong,2015,Non-MoH,,,
Sarawak,Betong,2016,"Ministry of Health, Malaysia (MoH)",Hospital,1,48
Sarawak,Betong,2016,"Ministry of Health, Malaysia (MoH)",Special medical institution,,
Sarawak,Betong,2016,Non-MoH,,,
Sarawak,Betong,2017,"Ministry of Health, Malaysia (MoH)",Hospital,1,48
Sarawak,Betong,2017,"Ministry of Health, Malaysia (MoH)",Special medical institution,,
Sarawak,Betong,2017,Non-MoH,,,
Sarawak,Betong,2018,"Ministry of Health, Malaysia (MoH)",Hospital,,
Sarawak,Betong,2018,"Ministry of Health, Malaysia (MoH)",Special medical institution,,
Sarawak,Betong,2018,Non-MoH,,,
Sarawak,Bintulu,2015,"Ministry of Health, Malaysia (MoH)",Hospital,1,292
Sarawak,Bintulu,2015,"Ministry of Health, Malaysia (MoH)",Special medical institution,,
Sarawak,Bintulu,2015,Non-MoH,,,
Sarawak,Bintulu,2016,"Ministry of Health, Malaysia (MoH)",Hospital,1,292
Sarawak,Bintulu,2016,"Ministry of Health, Malaysia (MoH)",Special medical institution,,
Sarawak,Bintulu,2016,Non-MoH,,,
Sarawak,Bintulu,2017,"Ministry of Health, Malaysia (MoH)",Hospital,1,294
Sarawak,Bintulu,2017,"Ministry of Health, Malaysia (MoH)",Special medical institution,,
Sarawak,Bintulu,2017,Non-MoH,,,
Sarawak,Bintulu,2018,"Ministry of Health, Malaysia (MoH)",Hospital,,
Sarawak,Bintulu,2018,"Ministry of Health, Malaysia (MoH)",Special medical institution,,
Sarawak,Bintulu,2018,Non-MoH,,,
Sarawak,Bukit Mabong,2015,"Ministry of Health, Malaysia (MoH)",Hospital,,
Sarawak,Bukit Mabong,2015,"Ministry of Health, Malaysia (MoH)",Special medical institution,,
Sarawak,Bukit Mabong,2015,Non-MoH,,,
Sarawak,Bukit Mabong,2016,"Ministry of Health, Malaysia (MoH)",Hospital,,
Sarawak,Bukit Mabong,2016,"Ministry of Health, Malaysia (MoH)",Special medical institution,,
Sarawak,Bukit Mabong,2016,Non-MoH,,,
Sarawak,Bukit Mabong,2017,"Ministry of Health, Malaysia (MoH)",Hospital,,
Sarawak,Bukit Mabong,2017,"Ministry of Health, Malaysia (MoH)",Special medical institution,,
Sarawak,Bukit Mabong,2017,Non-MoH,,,
Sarawak,Bukit Mabong,2018,"Ministry of Health, Malaysia (MoH)",Hospital,,
Sarawak,Bukit Mabong,2018,"Ministry of Health, Malaysia (MoH)",Special medical institution,,
Sarawak,Bukit Mabong,2018,Non-MoH,,,
Sarawak,Dalat,2015,"Ministry of Health, Malaysia (MoH)",Hospital,1,8
Sarawak,Dalat,2015,"Ministry of Health, Malaysia (MoH)",Special medical institution,,
Sarawak,Dalat,2015,Non-MoH,,,
Sarawak,Dalat,2016,"Ministry of Health, Malaysia (MoH)",Hospital,1,8
Sarawak,Dalat,2016,"Ministry of Health, Malaysia (MoH)",Special medical institution,,
Sarawak,Dalat,2016,Non-MoH,,,
Sarawak,Dalat,2017,"Ministry of Health, Malaysia (MoH)",Hospital,1,8
Sarawak,Dalat,2017,"Ministry of Health, Malaysia (MoH)",Special medical institution,,
Sarawak,Dalat,2017,Non-MoH,,,
Sarawak,Dalat,2018,"Ministry of Health, Malaysia (MoH)",Hospital,,
Sarawak,Dalat,2018,"Ministry of Health, Malaysia (MoH)",Special medical institution,,
Sarawak,Dalat,2018,Non-MoH,,,
Sarawak,Daro,2015,"Ministry of Health, Malaysia (MoH)",Hospital,1,46
Sarawak,Daro,2015,"Ministry of Health, Malaysia (MoH)",Special medical institution,,
Sarawak,Daro,2015,Non-MoH,,,
Sarawak,Daro,2016,"Ministry of Health, Malaysia (MoH)",Hospital,1,46
Sarawak,Daro,2016,"Ministry of Health, Malaysia (MoH)",Special medical institution,,
Sarawak,Daro,2016,Non-MoH,,,
Sarawak,Daro,2017,"Ministry of Health, Malaysia (MoH)",Hospital,1,46
Sarawak,Daro,2017,"Ministry of Health, Malaysia (MoH)",Special medical institution,,
Sarawak,Daro,2017,Non-MoH,,,
Sarawak,Daro,2018,"Ministry of Health, Malaysia (MoH)",Hospital,,
Sarawak,Daro,2018,"Ministry of Health, Malaysia (MoH)",Special medical institution,,
Sarawak,Daro,2018,Non-MoH,,,
Sarawak,Julau,2015,"Ministry of Health, Malaysia (MoH)",Hospital,,
Sarawak,Julau,2015,"Ministry of Health, Malaysia (MoH)",Special medical institution,,
Sarawak,Julau,2015,Non-MoH,,,
Sarawak,Julau,2016,"Ministry of Health, Malaysia (MoH)",Hospital,,
Sarawak,Julau,2016,"Ministry of Health, Malaysia (MoH)",Special medical institution,,
Sarawak,Julau,2016,Non-MoH,,,
Sarawak,Julau,2017,"Ministry of Health, Malaysia (MoH)",Hospital,,
Sarawak,Julau,2017,"Ministry of Health, Malaysia (MoH)",Special medical institution,,
Sarawak,Julau,2017,Non-MoH,,,
Sarawak,Julau,2018,"Ministry of Health, Malaysia (MoH)",Hospital,,
Sarawak,Julau,2018,"Ministry of Health, Malaysia (MoH)",Special medical institution,,
Sarawak,Julau,2018,Non-MoH,,,
Sarawak,Kabong,2015,"Ministry of Health, Malaysia (MoH)",Hospital,,
Sarawak,Kabong,2015,"Ministry of Health, Malaysia (MoH)",Special medical institution,,
Sarawak,Kabong,2015,Non-MoH,,,
Sarawak,Kabong,2016,"Ministry of Health, Malaysia (MoH)",Hospital,,
Sarawak,Kabong,2016,"Ministry of Health, Malaysia (MoH)",Special medical institution,,
Sarawak,Kabong,2016,Non-MoH,,,
Sarawak,Kabong,2017,"Ministry of Health, Malaysia (MoH)",Hospital,,
Sarawak,Kabong,2017,"Ministry of Health, Malaysia (MoH)",Special medical institution,,
Sarawak,Kabong,2017,Non-MoH,,,
Sarawak,Kabong,2018,"Ministry of Health, Malaysia (MoH)",Hospital,,
Sarawak,Kabong,2018,"Ministry of Health, Malaysia (MoH)",Special medical institution,,
Sarawak,Kabong,2018,Non-MoH,,,
Sarawak,Kanowit,2015,"Ministry of Health, Malaysia (MoH)",Hospital,1,100
Sarawak,Kanowit,2015,"Ministry of Health, Malaysia (MoH)",Special medical institution,,
Sarawak,Kanowit,2015,Non-MoH,,,
Sarawak,Kanowit,2016,"Ministry of Health, Malaysia (MoH)",Hospital,1,100
Sarawak,Kanowit,2016,"Ministry of Health, Malaysia (MoH)",Special medical institution,,
Sarawak,Kanowit,2016,Non-MoH,,,
Sarawak,Kanowit,2017,"Ministry of Health, Malaysia (MoH)",Hospital,1,100
Sarawak,Kanowit,2017,"Ministry of Health, Malaysia (MoH)",Special medical institution,,
Sarawak,Kanowit,2017,Non-MoH,,,
Sarawak,Kanowit,2018,"Ministry of Health, Malaysia (MoH)",Hospital,,
Sarawak,Kanowit,2018,"Ministry of Health, Malaysia (MoH)",Special medical institution,,
Sarawak,Kanowit,2018,Non-MoH,,,
Sarawak,Kapit,2015,"Ministry of Health, Malaysia (MoH)",Hospital,1,134
Sarawak,Kapit,2015,"Ministry of Health, Malaysia (MoH)",Special medical institution,,
Sarawak,Kapit,2015,Non-MoH,,,
Sarawak,Kapit,2016,"Ministry of Health, Malaysia (MoH)",Hospital,1,134
Sarawak,Kapit,2016,"Ministry of Health, Malaysia (MoH)",Special medical institution,,
Sarawak,Kapit,2016,Non-MoH,,,
Sarawak,Kapit,2017,"Ministry of Health, Malaysia (MoH)",Hospital,1,134
Sarawak,Kapit,2017,"Ministry of Health, Malaysia (MoH)",Special medical institution,,
Sarawak,Kapit,2017,Non-MoH,,,
Sarawak,Kapit,2018,"Ministry of Health, Malaysia (MoH)",Hospital,,
Sarawak,Kapit,2018,"Ministry of Health, Malaysia (MoH)",Special medical institution,,
Sarawak,Kapit,2018,Non-MoH,,,
Sarawak,Kuching,2015,"Ministry of Health, Malaysia (MoH)",Hospital,2,1085
Sarawak,Kuching,2015,"Ministry of Health, Malaysia (MoH)",Special medical institution,1,338
Sarawak,Kuching,2015,Non-MoH,,,
Sarawak,Kuching,2016,"Ministry of Health, Malaysia (MoH)",Hospital,2,997
Sarawak,Kuching,2016,"Ministry of Health, Malaysia (MoH)",Special medical institution,1,338
Sarawak,Kuching,2016,Non-MoH,,,
Sarawak,Kuching,2017,"Ministry of Health, Malaysia (MoH)",Hospital,2,1000
Sarawak,Kuching,2017,"Ministry of Health, Malaysia (MoH)",Special medical institution,1,338
Sarawak,Kuching,2017,Non-MoH,,,
Sarawak,Kuching,2018,"Ministry of Health, Malaysia (MoH)",Hospital,,
Sarawak,Kuching,2018,"Ministry of Health, Malaysia (MoH)",Special medical institution,,
Sarawak,Kuching,2018,Non-MoH,,,
Sarawak,Lawas,2015,"Ministry of Health, Malaysia (MoH)",Hospital,1,46
Sarawak,Lawas,2015,"Ministry of Health, Malaysia (MoH)",Special medical institution,,
Sarawak,Lawas,2015,Non-MoH,,,
Sarawak,Lawas,2016,"Ministry of Health, Malaysia (MoH)",Hospital,1,46
Sarawak,Lawas,2016,"Ministry of Health, Malaysia (MoH)",Special medical institution,,
Sarawak,Lawas,2016,Non-MoH,,,
Sarawak,Lawas,2017,"Ministry of Health, Malaysia (MoH)",Hospital,1,46
Sarawak,Lawas,2017,"Ministry of Health, Malaysia (MoH)",Special medical institution,,
Sarawak,Lawas,2017,Non-MoH,,,
Sarawak,Lawas,2018,"Ministry of Health, Malaysia (MoH)",Hospital,,
Sarawak,Lawas,2018,"Ministry of Health, Malaysia (MoH)",Special medical institution,,
Sarawak,Lawas,2018,Non-MoH,,,
Sarawak,Limbang,2015,"Ministry of Health, Malaysia (MoH)",Hospital,1,100
Sarawak,Limbang,2015,"Ministry of Health, Malaysia (MoH)",Special medical institution,,
Sarawak,Limbang,2015,Non-MoH,,,
Sarawak,Limbang,2016,"Ministry of Health, Malaysia (MoH)",Hospital,1,100
Sarawak,Limbang,2016,"Ministry of Health, Malaysia (MoH)",Special medical institution,,
Sarawak,Limbang,2016,Non-MoH,,,
Sarawak,Limbang,2017,"Ministry of Health, Malaysia (MoH)",Hospital,1,100
Sarawak,Limbang,2017,"Ministry of Health, Malaysia (MoH)",Special medical institution,,
Sarawak,Limbang,2017,Non-MoH,,,
Sarawak,Limbang,2018,"Ministry of Health, Malaysia (MoH)",Hospital,,
Sarawak,Limbang,2018,"Ministry of Health, Malaysia (MoH)",Special medical institution,,
Sarawak,Limbang,2018,Non-MoH,,,
Sarawak,Lubok Antu,2015,"Ministry of Health, Malaysia (MoH)",Hospital,,
Sarawak,Lubok Antu,2015,"Ministry of Health, Malaysia (MoH)",Special medical institution,,
Sarawak,Lubok Antu,2015,Non-MoH,,,
Sarawak,Lubok Antu,2016,"Ministry of Health, Malaysia (MoH)",Hospital,,
Sarawak,Lubok Antu,2016,"Ministry of Health, Malaysia (MoH)",Special medical institution,,
Sarawak,Lubok Antu,2016,Non-MoH,,,
Sarawak,Lubok Antu,2017,"Ministry of Health, Malaysia (MoH)",Hospital,,
Sarawak,Lubok Antu,2017,"Ministry of Health, Malaysia (MoH)",Special medical institution,,
Sarawak,Lubok Antu,2017,Non-MoH,,,
Sarawak,Lubok Antu,2018,"Ministry of Health, Malaysia (MoH)",Hospital,,
Sarawak,Lubok Antu,2018,"Ministry of Health, Malaysia (MoH)",Special medical institution,,
Sarawak,Lubok Antu,2018,Non-MoH,,,
Sarawak,Lundu,2015,"Ministry of Health, Malaysia (MoH)",Hospital,1,46
Sarawak,Lundu,2015,"Ministry of Health, Malaysia (MoH)",Special medical institution,,
Sarawak,Lundu,2015,Non-MoH,,,
Sarawak,Lundu,2016,"Ministry of Health, Malaysia (MoH)",Hospital,1,46
Sarawak,Lundu,2016,"Ministry of Health, Malaysia (MoH)",Special medical institution,,
Sarawak,Lundu,2016,Non-MoH,,,
Sarawak,Lundu,2017,"Ministry of Health, Malaysia (MoH)",Hospital,1,46
Sarawak,Lundu,2017,"Ministry of Health, Malaysia (MoH)",Special medical institution,,
Sarawak,Lundu,2017,Non-MoH,,,
Sarawak,Lundu,2018,"Ministry of Health, Malaysia (MoH)",Hospital,,
Sarawak,Lundu,2018,"Ministry of Health, Malaysia (MoH)",Special medical institution,,
Sarawak,Lundu,2018,Non-MoH,,,
Sarawak,Marudi,2015,"Ministry of Health, Malaysia (MoH)",Hospital,1,54
Sarawak,Marudi,2015,"Ministry of Health, Malaysia (MoH)",Special medical institution,,
Sarawak,Marudi,2015,Non-MoH,,,
Sarawak,Marudi,2016,"Ministry of Health, Malaysia (MoH)",Hospital,1,54
Sarawak,Marudi,2016,"Ministry of Health, Malaysia (MoH)",Special medical institution,,
Sarawak,Marudi,2016,Non-MoH,,,
Sarawak,Marudi,2017,"Ministry of Health, Malaysia (MoH)",Hospital,1,54
Sarawak,Marudi,2017,"Ministry of Health, Malaysia (MoH)",Special medical institution,,
Sarawak,Marudi,2017,Non-MoH,,,
Sarawak,Marudi,2018,"Ministry of Health, Malaysia (MoH)",Hospital,,
Sarawak,Marudi,2018,"Ministry of Health, Malaysia (MoH)",Special medical institution,,
Sarawak,Marudi,2018,Non-MoH,,,
Sarawak,Matu,2015,"Ministry of Health, Malaysia (MoH)",Hospital,,
Sarawak,Matu,2015,"Ministry of Health, Malaysia (MoH)",Special medical institution,,
Sarawak,Matu,2015,Non-MoH,,,
Sarawak,Matu,2016,"Ministry of Health, Malaysia (MoH)",Hospital,,
Sarawak,Matu,2016,"Ministry of Health, Malaysia (MoH)",Special medical institution,,
Sarawak,Matu,2016,Non-MoH,,,
Sarawak,Matu,2017,"Ministry of Health, Malaysia (MoH)",Hospital,,
Sarawak,Matu,2017,"Ministry of Health, Malaysia (MoH)",Special medical institution,,
Sarawak,Matu,2017,Non-MoH,,,
Sarawak,Matu,2018,"Ministry of Health, Malaysia (MoH)",Hospital,,
Sarawak,Matu,2018,"Ministry of Health, Malaysia (MoH)",Special medical institution,,
Sarawak,Matu,2018,Non-MoH,,,
Sarawak,Meradong,2015,"Ministry of Health, Malaysia (MoH)",Hospital,,
Sarawak,Meradong,2015,"Ministry of Health, Malaysia (MoH)",Special medical institution,,
Sarawak,Meradong,2015,Non-MoH,,,
Sarawak,Meradong,2016,"Ministry of Health, Malaysia (MoH)",Hospital,,
Sarawak,Meradong,2016,"Ministry of Health, Malaysia (MoH)",Special medical institution,,
Sarawak,Meradong,2016,Non-MoH,,,
Sarawak,Meradong,2017,"Ministry of Health, Malaysia (MoH)",Hospital,,
Sarawak,Meradong,2017,"Ministry of Health, Malaysia (MoH)",Special medical institution,,
Sarawak,Meradong,2017,Non-MoH,,,
Sarawak,Meradong,2018,"Ministry of Health, Malaysia (MoH)",Hospital,,
Sarawak,Meradong,2018,"Ministry of Health, Malaysia (MoH)",Special medical institution,,
Sarawak,Meradong,2018,Non-MoH,,,
Sarawak,Miri,2015,"Ministry of Health, Malaysia (MoH)",Hospital,1,339
Sarawak,Miri,2015,"Ministry of Health, Malaysia (MoH)",Special medical institution,,
Sarawak,Miri,2015,Non-MoH,,,
Sarawak,Miri,2016,"Ministry of Health, Malaysia (MoH)",Hospital,1,345
Sarawak,Miri,2016,"Ministry of Health, Malaysia (MoH)",Special medical institution,,
Sarawak,Miri,2016,Non-MoH,,,
Sarawak,Miri,2017,"Ministry of Health, Malaysia (MoH)",Hospital,1,345
Sarawak,Miri,2017,"Ministry of Health, Malaysia (MoH)",Special medical institution,,
Sarawak,Miri,2017,Non-MoH,,,
Sarawak,Miri,2018,"Ministry of Health, Malaysia (MoH)",Hospital,,
Sarawak,Miri,2018,"Ministry of Health, Malaysia (MoH)",Special medical institution,,
Sarawak,Miri,2018,Non-MoH,,,
Sarawak,Mukah,2015,"Ministry of Health, Malaysia (MoH)",Hospital,1,80
Sarawak,Mukah,2015,"Ministry of Health, Malaysia (MoH)",Special medical institution,,
Sarawak,Mukah,2015,Non-MoH,,,
Sarawak,Mukah,2016,"Ministry of Health, Malaysia (MoH)",Hospital,1,80
Sarawak,Mukah,2016,"Ministry of Health, Malaysia (MoH)",Special medical institution,,
Sarawak,Mukah,2016,Non-MoH,,,
Sarawak,Mukah,2017,"Ministry of Health, Malaysia (MoH)",Hospital,1,80
Sarawak,Mukah,2017,"Ministry of Health, Malaysia (MoH)",Special medical institution,,
Sarawak,Mukah,2017,Non-MoH,,,
Sarawak,Mukah,2018,"Ministry of Health, Malaysia (MoH)",Hospital,,
Sarawak,Mukah,2018,"Ministry of Health, Malaysia (MoH)",Special medical institution,,
Sarawak,Mukah,2018,Non-MoH,,,
Sarawak,Pakan,2015,"Ministry of Health, Malaysia (MoH)",Hospital,,
Sarawak,Pakan,2015,"Ministry of Health, Malaysia (MoH)",Special medical institution,,
Sarawak,Pakan,2015,Non-MoH,,,
Sarawak,Pakan,2016,"Ministry of Health, Malaysia (MoH)",Hospital,,
Sarawak,Pakan,2016,"Ministry of Health, Malaysia (MoH)",Special medical institution,,
Sarawak,Pakan,2016,Non-MoH,,,
Sarawak,Pakan,2017,"Ministry of Health, Malaysia (MoH)",Hospital,,
Sarawak,Pakan,2017,"Ministry of Health, Malaysia (MoH)",Special medical institution,,
Sarawak,Pakan,2017,Non-MoH,,,
Sarawak,Pakan,2018,"Ministry of Health, Malaysia (MoH)",Hospital,,
Sarawak,Pakan,2018,"Ministry of Health, Malaysia (MoH)",Special medical institution,,
Sarawak,Pakan,2018,Non-MoH,,,
Sarawak,Pusa,2015,"Ministry of Health, Malaysia (MoH)",Hospital,,
Sarawak,Pusa,2015,"Ministry of Health, Malaysia (MoH)",Special medical institution,,
Sarawak,Pusa,2015,Non-MoH,,,
Sarawak,Pusa,2016,"Ministry of Health, Malaysia (MoH)",Hospital,,
Sarawak,Pusa,2016,"Ministry of Health, Malaysia (MoH)",Special medical institution,,
Sarawak,Pusa,2016,Non-MoH,,,
Sarawak,Pusa,2017,"Ministry of Health, Malaysia (MoH)",Hospital,,
Sarawak,Pusa,2017,"Ministry of Health, Malaysia (MoH)",Special medical institution,,
Sarawak,Pusa,2017,Non-MoH,,,
Sarawak,Pusa,2018,"Ministry of Health, Malaysia (MoH)",Hospital,,
Sarawak,Pusa,2018,"Ministry of Health, Malaysia (MoH)",Special medical institution,,
Sarawak,Pusa,2018,Non-MoH,,,
Sarawak,Samarahan,2015,"Ministry of Health, Malaysia (MoH)",Hospital,,
Sarawak,Samarahan,2015,"Ministry of Health, Malaysia (MoH)",Special medical institution,,
Sarawak,Samarahan,2015,Non-MoH,,,
Sarawak,Samarahan,2016,"Ministry of Health, Malaysia (MoH)",Hospital,1,106
Sarawak,Samarahan,2016,"Ministry of Health, Malaysia (MoH)",Special medical institution,,
Sarawak,Samarahan,2016,Non-MoH,,,
Sarawak,Samarahan,2017,"Ministry of Health, Malaysia (MoH)",Hospital,1,112
Sarawak,Samarahan,2017,"Ministry of Health, Malaysia (MoH)",Special medical institution,,
Sarawak,Samarahan,2017,Non-MoH,,,
Sarawak,Samarahan,2018,"Ministry of Health, Malaysia (MoH)",Hospital,,
Sarawak,Samarahan,2018,"Ministry of Health, Malaysia (MoH)",Special medical institution,,
Sarawak,Samarahan,2018,Non-MoH,,,
Sarawak,Saratok,2015,"Ministry of Health, Malaysia (MoH)",Hospital,1,106
Sarawak,Saratok,2015,"Ministry of Health, Malaysia (MoH)",Special medical institution,,
Sarawak,Saratok,2015,Non-MoH,,,
Sarawak,Saratok,2016,"Ministry of Health, Malaysia (MoH)",Hospital,1,106
Sarawak,Saratok,2016,"Ministry of Health, Malaysia (MoH)",Special medical institution,,
Sarawak,Saratok,2016,Non-MoH,,,
Sarawak,Saratok,2017,"Ministry of Health, Malaysia (MoH)",Hospital,1,106
Sarawak,Saratok,2017,"Ministry of Health, Malaysia (MoH)",Special medical institution,,
Sarawak,Saratok,2017,Non-MoH,,,
Sarawak,Saratok,2018,"Ministry of Health, Malaysia (MoH)",Hospital,,
Sarawak,Saratok,2018,"Ministry of Health, Malaysia (MoH)",Special medical institution,,
Sarawak,Saratok,2018,Non-MoH,,,
Sarawak,Sarikei,2015,"Ministry of Health, Malaysia (MoH)",Hospital,1,212
Sarawak,Sarikei,2015,"Ministry of Health, Malaysia (MoH)",Special medical institution,,
Sarawak,Sarikei,2015,Non-MoH,,,
Sarawak,Sarikei,2016,"Ministry of Health, Malaysia (MoH)",Hospital,1,212
Sarawak,Sarikei,2016,"Ministry of Health, Malaysia (MoH)",Special medical institution,,
Sarawak,Sarikei,2016,Non-MoH,,,
Sarawak,Sarikei,2017,"Ministry of Health, Malaysia (MoH)",Hospital,1,212
Sarawak,Sarikei,2017,"Ministry of Health, Malaysia (MoH)",Special medical institution,,
Sarawak,Sarikei,2017,Non-MoH,,,
Sarawak,Sarikei,2018,"Ministry of Health, Malaysia (MoH)",Hospital,,
Sarawak,Sarikei,2018,"Ministry of Health, Malaysia (MoH)",Special medical institution,,
Sarawak,Sarikei,2018,Non-MoH,,,
Sarawak,Sebauh,2015,"Ministry of Health, Malaysia (MoH)",Hospital,,
Sarawak,Sebauh,2015,"Ministry of Health, Malaysia (MoH)",Special medical institution,,
Sarawak,Sebauh,2015,Non-MoH,,,
Sarawak,Sebauh,2016,"Ministry of Health, Malaysia (MoH)",Hospital,,
Sarawak,Sebauh,2016,"Ministry of Health, Malaysia (MoH)",Special medical institution,,
Sarawak,Sebauh,2016,Non-MoH,,,
Sarawak,Sebauh,2017,"Ministry of Health, Malaysia (MoH)",Hospital,,
Sarawak,Sebauh,2017,"Ministry of Health, Malaysia (MoH)",Special medical institution,,
Sarawak,Sebauh,2017,Non-MoH,,,
Sarawak,Sebauh,2018,"Ministry of Health, Malaysia (MoH)",Hospital,,
Sarawak,Sebauh,2018,"Ministry of Health, Malaysia (MoH)",Special medical institution,,
Sarawak,Sebauh,2018,Non-MoH,,,
Sarawak,Selangau,2015,"Ministry of Health, Malaysia (MoH)",Hospital,,
Sarawak,Selangau,2015,"Ministry of Health, Malaysia (MoH)",Special medical institution,,
Sarawak,Selangau,2015,Non-MoH,,,
Sarawak,Selangau,2016,"Ministry of Health, Malaysia (MoH)",Hospital,,
Sarawak,Selangau,2016,"Ministry of Health, Malaysia (MoH)",Special medical institution,,
Sarawak,Selangau,2016,Non-MoH,,,
Sarawak,Selangau,2017,"Ministry of Health, Malaysia (MoH)",Hospital,,
Sarawak,Selangau,2017,"Ministry of Health, Malaysia (MoH)",Special medical institution,,
Sarawak,Selangau,2017,Non-MoH,,,
Sarawak,Selangau,2018,"Ministry of Health, Malaysia (MoH)",Hospital,,
Sarawak,Selangau,2018,"Ministry of Health, Malaysia (MoH)",Special medical institution,,
Sarawak,Selangau,2018,Non-MoH,,,
Sarawak,Serian,2015,"Ministry of Health, Malaysia (MoH)",Hospital,1,84
Sarawak,Serian,2015,"Ministry of Health, Malaysia (MoH)",Special medical institution,,
